"Date","Time","F_Record","FILENAME","SITENAME","USERID","FAULTCODE","SpCond","F_SpCond","Sal","F_Sal","Depth","F_Depth","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","fDOMQSU","fDOMRFU","pH","F_pH","pHmV","BATTERY","Temp","F_Temp","Turb","F_Turb","WIPERPOSITIONVOLT","ChlorophyllRFU","ChlFluor","F_ChlFluor","PHMV"
2025-08-16,"9:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.868","0","35.47","0","1.505","0","74.4","0","4.68","0","5.42","2.1","7.85","0","-71","5.41","29.366","0","10.61","0","0.6","0.31","1.13","0",""
2025-08-16,"9:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.735","0","35.37","0","1.55","0","74.8","0","4.7","0","5.97","2.28","7.85","0","-71.1","5.32","29.389","0","3","0","0.6","1.87","7.46","0",""
2025-08-16,"9:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.105","0","34.89","0","1.587","0","77.5","0","4.86","0","8.45","3.12","7.84","0","-70.8","5.42","29.67","0","10.93","0","0.6","0.52","1.98","0",""
2025-08-16,"10:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.247","0","34.25","0","1.647","0","78.6","0","4.93","0","11.81","4.26","7.83","0","-70.2","5.41","29.929","0","10.72","0","0.6","2.14","8.54","0",""
2025-08-16,"10:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","12.493","0","7.1","0","1.743","0","80.6","0","5.84","0","15.75","5.59","7.82","0","-69.7","5.41","30.275","0","11.28","0","0.6","2.25","9","0",""
2025-08-16,"10:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","50.713","0","33.1","0","1.784","0","80.6","0","5.04","0","17.27","6.11","7.8","0","-68.4","5.41","30.434","0","11.61","0","0.6","2.34","9.36","0",""
2025-08-16,"10:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","51.005","0","33.32","0","1.861","0","80.1","0","5.02","0","-1.46","-0.24","7.81","0","-68.9","5.42","30.279","0","11.16","0","0.6","2.24","8.96","0",""
2025-08-16,"11:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","51.717","0","33.85","0","1.931","0","81.3","0","5.09","0","13.55","4.85","7.82","0","-69.6","5.42","30.177","0","10.78","0","0.6","2.51","10.06","0",""
2025-08-16,"11:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.496","0","34.43","0","2.001","0","81.9","0","5.13","0","7.59","2.83","7.84","0","-70.5","5.42","30.011","0","0.01","0","0.6","2.36","9.45","0",""
2025-08-16,"11:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","48.293","0","31.35","0","2.072","0","84.8","0","5.41","0","7.96","2.96","7.86","0","-71.8","5.42","29.865","0","8.3","0","0.6","2.72","10.91","0",""
2025-08-16,"11:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.551","0","35.22","0","2.137","0","87.2","0","5.45","0","6.3","2.39","7.87","0","-72.4","5.41","29.831","0","7.37","0","0.6","2.49","9.98","0",""
2025-08-16,"12:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","25.992","0","15.78","0","2.248","0","90.1","0","6.26","0","4.85","1.9","7.89","0","-73.8","5.42","29.809","0","7.62","0","0.6","2.41","9.62","0",""
2025-08-16,"12:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.118","0","35.64","0","2.29","0","93.7","0","5.85","0","3.88","1.57","7.89","0","-74","5.42","29.746","0","7.15","0","0.6","2.72","10.91","0",""
2025-08-16,"12:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.461","0","35.91","0","2.369","0","94","0","5.88","0","2.33","1.05","7.91","0","-74.9","5.42","29.535","0","7.78","0","0.6","2.4","9.6","0",""
2025-08-16,"12:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.32","0","35.06","0","2.437","0","94.3","0","5.93","0","2.02","0.94","7.91","0","-75.2","5.42","29.446","0","10.52","0","0.6","1.83","7.28","0",""
2025-08-16,"13:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.64","0","36.05","0","2.495","0","89.7","0","5.62","0","1.71","0.84","7.9","0","-74.3","5.42","29.326","0","7.99","0","0.6","2.25","9","0",""
2025-08-16,"13:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.644","0","36.05","0","2.553","0","80","0","5.01","0","-0.67","0.03","7.87","0","-72.7","5.42","29.319","0","6.09","0","0.6","2.32","9.29","0",""
2025-08-16,"13:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","32.064","0","19.9","0","2.641","0","66.1","0","4.53","0","1.99","0.93","7.83","0","-70.1","5.41","29.346","0","6.26","0","0.6","2.03","8.11","0",""
2025-08-16,"13:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.635","0","36.04","0","2.656","0","84.5","0","5.29","0","1.82","0.88","7.89","0","-73.8","5.42","29.353","0","8.13","0","0.6","2.98","11.95","0",""
2025-08-16,"14:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","40.932","0","26.07","0","2.706","0","97.2","0","6.43","0","1.54","0.78","7.93","0","-76","5.41","29.434","0","8.63","0","0.6","3.9","15.7","0",""
2025-08-16,"14:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.311","0","35.79","0","2.712","0","100.4","0","6.26","0","3.11","1.31","7.92","0","-75.7","5.41","29.72","0","7.49","0","0.6","0.54","2.07","0",""
2025-08-16,"14:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.237","0","35.73","0","2.731","0","97.7","0","6.09","0","3.48","1.44","7.91","0","-75","5.42","29.734","0","8.21","0","0.6","4.35","17.51","0",""
2025-08-16,"14:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","24.145","0","14.56","0","2.777","0","89.6","0","6.29","0","5.05","1.97","7.88","0","-73.3","5.41","29.715","0","9.7","0","0.6","4.42","17.78","0",""
2025-08-16,"15:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.372","0","35.08","0","2.73","0","85.3","0","5.31","0","7.3","2.73","7.85","0","-71.3","5.41","30.061","0","9.2","0","0.6","2.78","11.13","0",""
2025-08-16,"15:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.712","0","34.56","0","2.723","0","83","0","5.12","0","9.94","3.63","7.79","0","-67.6","5.41","30.817","0","5.62","0","0.6","2.04","8.14","0",""
2025-08-16,"15:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.489","0","34.39","0","2.693","0","83.5","0","5.14","0","10.91","3.96","7.77","0","-66.5","5.41","31.07","0","8.48","0","0.6","0.57","2.17","0",""
2025-08-16,"15:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.379","0","34.3","0","2.658","0","84.3","0","5.18","0","11.42","4.13","7.77","0","-66.7","5.42","31.171","0","8.91","0","0.6","1.96","7.81","0",""
2025-08-16,"16:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","12.917","0","7.35","0","2.677","0","83.2","0","5.9","0","11.74","4.24","7.75","0","-65.6","5.42","31.343","0","11.15","0","0.6","1.86","7.4","0",""
2025-08-16,"16:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.232","0","34.18","0","2.584","0","83.9","0","5.13","0","12.08","4.35","7.74","0","-65.1","5.41","31.552","0","12.38","0","0.6","1.89","7.53","0",""
2025-08-16,"16:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.142","0","34.11","0","2.537","0","86.1","0","5.24","0","-1.52","-0.26","7.74","0","-64.8","5.41","31.794","0","14.3","0","0.6","1.86","7.4","0",""
2025-08-16,"16:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.159","0","34.11","0","2.49","0","87.9","0","5.35","0","12.57","4.52","7.74","0","-64.8","5.42","31.918","0","13.62","0","0.6","2.75","11.03","0",""
2025-08-16,"17:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.147","0","34.1","0","2.432","0","88.1","0","5.35","0","9.15","3.36","7.73","0","-64.4","5.42","32.014","0","0.31","0","0.6","2.01","8","0",""
2025-08-16,"17:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","51.503","0","33.63","0","2.377","0","87.6","0","5.33","0","13.06","4.68","7.73","0","-64.4","5.41","32.026","0","13.04","0","0.6","1.19","4.7","0",""
2025-08-16,"17:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.155","0","34.11","0","2.322","0","87.9","0","5.34","0","13.03","4.67","7.74","0","-64.8","5.41","32.008","0","13.09","0","0.6","2.3","9.19","0",""
2025-08-16,"17:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","12.095","0","6.84","0","2.323","0","86.6","0","6.09","0","13.26","4.75","7.73","0","-64.2","5.42","32.059","0","12.65","0","0.6","2.22","8.87","0",""
2025-08-16,"18:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.207","0","34.15","0","2.234","0","87.2","0","5.3","0","12.83","4.6","7.74","0","-64.7","5.42","31.953","0","10.87","0","0.6","2.36","9.45","0",""
2025-08-16,"18:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.17","0","34.12","0","2.192","0","86.3","0","5.25","0","10.86","3.94","7.73","0","-64.4","5.42","31.963","0","-0.1","0","0.6","2.21","8.83","0",""
2025-08-16,"18:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.245","0","34.18","0","2.148","0","81.5","0","4.97","0","12.84","4.61","7.74","0","-64.9","5.42","31.739","0","7.9","0","0.6","1.51","6.01","0",""
2025-08-16,"18:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.263","0","34.2","0","2.104","0","63.6","0","3.88","0","12.82","4.6","7.67","0","-60.8","5.42","31.726","0","5.97","0","0.6","1.43","5.66","0",""
2025-08-16,"19:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","12.742","0","7.24","0","2.099","0","61.1","0","4.3","0","12.59","4.52","7.65","0","-59.6","5.42","31.884","0","7.65","0","0.6","1.15","4.52","0",""
2025-08-16,"19:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.22","0","34.16","0","2.013","0","74.1","0","4.51","0","13.01","4.67","7.7","0","-62.4","5.42","31.877","0","6.32","0","0.6","1.5","5.95","0",""
2025-08-16,"19:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.19","0","34.14","0","1.971","0","81.2","0","4.94","0","-1.46","-0.23","7.73","0","-64.5","5.42","31.875","0","6.7","0","0.6","1.36","5.39","0",""
2025-08-16,"19:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.195","0","34.14","0","1.929","0","82.7","0","5.03","0","13.26","4.75","7.73","0","-64.1","5.42","31.83","0","5.69","0","0.6","1.69","6.74","0",""
2025-08-16,"20:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.302","0","34.22","0","1.896","0","87","0","5.29","0","12.51","4.5","7.77","0","-66.5","5.42","31.855","0","0.32","0","0.6","1.78","7.08","0",""
2025-08-16,"20:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.292","0","34.22","0","1.866","0","88.6","0","5.39","0","12.58","4.52","7.78","0","-67.4","5.42","31.829","0","5.9","0","0.6","1.91","7.62","0",""
2025-08-16,"20:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.38","0","34.28","0","1.83","0","85.3","0","5.19","0","12.39","4.46","7.76","0","-66.4","5.42","31.798","0","8.78","0","0.6","1.72","6.84","0",""
2025-08-16,"20:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.421","0","34.31","0","1.793","0","82.9","0","5.05","0","12.44","4.47","7.75","0","-65.6","5.41","31.743","0","7.45","0","0.6","0.57","2.17","0",""
2025-08-16,"21:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.589","0","34.44","0","1.758","0","82.3","0","5.02","0","11.9","4.29","7.76","0","-66.1","5.42","31.63","0","6.94","0","0.6","1.5","5.97","0",""
2025-08-16,"21:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","46.079","0","29.69","0","1.734","0","82.6","0","5.17","0","11.16","4.04","7.77","0","-66.7","5.41","31.603","0","7.09","0","0.6","2.18","8.7","0",""
2025-08-16,"21:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.245","0","34.93","0","1.706","0","81.3","0","4.94","0","10.7","3.88","7.78","0","-67.3","5.41","31.598","0","7.75","0","0.6","1.36","5.39","0",""
2025-08-16,"21:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.239","0","34.93","0","1.706","0","81.9","0","4.99","0","-1.27","-0.17","7.79","0","-68","5.41","31.469","0","9.35","0","0.6","1.39","5.52","0",""
2025-08-16,"22:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.355","0","35.02","0","1.716","0","80.8","0","4.93","0","9.58","3.5","7.79","0","-68.1","5.42","31.386","0","13.12","0","0.6","1.55","6.16","0",""
2025-08-16,"22:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.798","0","35.37","0","1.723","0","91.3","0","5.62","0","3.21","1.35","7.86","0","-72.2","5.42","30.667","0","14.46","0","0.6","2.05","8.17","0",""
2025-08-16,"22:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.011","0","35.54","0","1.749","0","93.8","0","5.8","0","6.03","2.3","7.89","0","-74","5.41","30.345","0","12.63","0","0.6","1.88","7.5","0",""
2025-08-16,"22:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.948","0","35.5","0","1.78","0","97.8","0","6.06","0","5.76","2.21","7.92","0","-75.5","5.42","30.227","0","0.6","0","0.6","1.74","6.94","0",""
2025-08-16,"23:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.864","0","35.44","0","1.817","0","100.2","0","6.22","0","5.81","2.23","7.93","0","-76.2","5.42","30.196","0","6.86","0","0.6","1.69","6.74","0",""
2025-08-16,"23:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.786","0","35.38","0","1.864","0","98.4","0","6.1","0","6.15","2.34","7.92","0","-75.7","5.41","30.203","0","8.13","0","0.6","1.74","6.93","0",""
2025-08-16,"23:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.771","0","35.37","0","1.913","0","98","0","6.08","0","6.2","2.36","7.92","0","-75.7","5.42","30.158","0","7.08","0","0.6","0.69","2.66","0",""
2025-08-16,"23:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.805","0","35.4","0","1.953","0","97.6","0","6.06","0","6.11","2.33","7.92","0","-75.7","5.41","30.147","0","6.76","0","0.6","1.78","7.09","0",""
2025-08-17,"0:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","17.133","0","10.01","0","2.04","0","96.9","0","6.92","0","6.33","2.4","7.92","0","-75.6","5.41","30.149","0","6.92","0","0.6","1.85","7.37","0",""
2025-08-17,"0:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.589","0","35.23","0","2.055","0","96.2","0","5.97","0","7.22","2.71","7.91","0","-75","5.41","30.186","0","6.8","0","0.6","1.76","7.02","0",""
2025-08-17,"0:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.513","0","35.18","0","2.105","0","95.1","0","5.91","0","-1.32","-0.19","7.91","0","-74.8","5.42","30.189","0","6.63","0","0.6","1.65","6.56","0",""
2025-08-17,"0:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.748","0","34.61","0","2.162","0","94.9","0","5.92","0","6.2","2.36","7.92","0","-75.6","5.42","30.143","0","6.32","0","0.6","1.52","6.02","0",""
2025-08-17,"1:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.887","0","35.46","0","2.222","0","94.1","0","5.84","0","5.88","2.25","7.91","0","-74.9","5.41","30.109","0","5.97","0","0.6","1.73","6.89","0",""
2025-08-17,"1:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.003","0","35.55","0","2.289","0","91","0","5.65","0","4.43","1.76","7.9","0","-74.2","5.41","30.064","0","-0.1","0","0.6","1.3","5.14","0",""
2025-08-17,"1:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","13.792","0","7.91","0","2.396","0","73.3","0","5.3","0","4.99","1.95","7.87","0","-72.5","5.42","30.039","0","4.05","0","1.672","1.01","3.96","0",""
2025-08-17,"1:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.149","0","35.66","0","2.398","0","75.4","0","4.69","0","4.87","1.91","7.86","0","-72","5.41","29.998","0","4.64","0","0.6","1.33","5.25","0",""
2025-08-17,"2:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","54.144","0","35.65","0","2.434","0","89.2","0","5.55","0","4.89","1.92","7.91","0","-75","5.41","29.982","0","2.34","0","0.6","1.62","6.42","0",""
2025-08-17,"2:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","20.58","0","12.22","0","2.521","0","90.9","0","6.43","0","5.35","2.07","7.9","0","-74.7","5.41","30.008","0","5.14","0","0.6","1.55","6.17","0",""
2025-08-17,"2:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.979","0","35.53","0","2.51","0","92.3","0","5.74","0","5.54","2.14","7.91","0","-75.3","5.41","30.049","0","5.86","0","0.6","1.72","6.85","0",""
2025-08-17,"2:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.795","0","35.39","0","2.529","0","93","0","5.78","0","6.4","2.43","7.91","0","-74.8","5.4","30.101","0","7.12","0","0.6","1.74","6.91","0",""
2025-08-17,"3:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.633","0","35.27","0","2.541","0","92","0","5.72","0","-0.54","0.08","7.9","0","-74.3","5.41","30.121","0","6.49","0","0.6","1.64","6.51","0",""
2025-08-17,"3:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.654","0","35.29","0","2.534","0","92.3","0","5.73","0","7.14","2.68","7.9","0","-74.4","5.41","30.123","0","6.56","0","0.6","1.68","6.67","0",""
2025-08-17,"3:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.725","0","35.34","0","2.512","0","91.4","0","5.67","0","7.16","2.69","7.89","0","-73.9","5.41","30.172","0","7.37","0","0.6","1.51","5.98","0",""
2025-08-17,"3:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.982","0","34.77","0","2.488","0","85.7","0","5.3","0","9.06","3.33","7.84","0","-70.7","5.4","30.603","0","6.38","0","0.6","0.89","3.47","0",""
2025-08-17,"4:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.13","0","34.87","0","2.46","0","82.3","0","5.07","0","10.16","3.7","7.81","0","-69","5.41","30.805","0","7.15","0","0.6","1.32","5.21","0",""
2025-08-17,"4:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","40.973","0","26.06","0","2.437","0","81.1","0","5.24","0","8.06","2.99","7.8","0","-68.2","5.41","30.885","0","7.89","0","0.6","1.26","4.98","0",""
2025-08-17,"4:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.872","0","34.68","0","2.395","0","80","0","4.93","0","11.12","4.03","7.78","0","-67.4","5.4","30.938","0","8.85","0","0.6","1.63","6.5","0",""
2025-08-17,"4:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","42.098","0","26.86","0","2.403","0","78.9","0","5.52","0","12.12","4.36","7.76","0","-66.1","5.26","31.023","0","8.62","0","NaN","1.24","4.89","0",""
2025-08-17,"5:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.545","0","34.43","0","2.309","0","77.9","0","4.79","0","12.52","4.5","7.75","0","-65.2","5.39","31.1","0","10.43","0","0.6","1.24","4.9","0",""
2025-08-17,"5:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","16.142","0","9.37","0","2.304","0","77.4","0","5.46","0","12.53","4.51","7.75","0","-65.1","5.4","31.095","0","9.17","0","0.6","1.23","4.88","0",""
2025-08-17,"5:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.471","0","34.37","0","2.218","0","75.8","0","4.66","0","12.86","4.62","7.74","0","-64.5","5.4","31.109","0","9.37","0","0.6","1.3","5.15","0",""
2025-08-17,"5:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.472","0","34.38","0","2.177","0","75.6","0","4.65","0","-1.32","-0.19","7.74","0","-64.5","5.39","31.083","0","8.8","0","0.6","1.33","5.25","0",""
2025-08-17,"6:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.63","0","34.5","0","2.139","0","69.3","0","4.27","0","12.22","4.4","7.73","0","-63.9","5.4","30.902","0","8.76","0","0.6","1.14","4.49","0",""
2025-08-17,"6:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.824","0","34.65","0","2.096","0","70.5","0","4.36","0","8.16","3.02","7.76","0","-65.8","5.41","30.722","0","0.13","0","0.6","1.14","4.49","0",""
2025-08-17,"6:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.898","0","34.71","0","2.057","0","69.2","0","4.28","0","7.96","2.96","7.75","0","-65.1","5.4","30.626","0","0.16","0","0.6","1.07","4.19","0",""
2025-08-17,"6:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.742","0","34.59","0","2.011","0","60.4","0","3.73","0","11.58","4.18","7.71","0","-62.8","5.4","30.768","0","5.59","0","0.6","1.02","4","0",""
2025-08-17,"7:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.756","0","34.6","0","1.97","0","64.5","0","3.98","0","11.54","4.17","7.72","0","-63.6","5.4","30.737","0","8.64","0","0.6","1.09","4.28","0",""
2025-08-17,"7:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.795","0","34.63","0","1.926","0","67.5","0","4.17","0","11.71","4.23","7.73","0","-64.4","5.41","30.677","0","6.22","0","0.6","0.32","1.17","0",""
2025-08-17,"7:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.66","0","34.52","0","1.884","0","69.2","0","4.27","0","12.18","4.38","7.74","0","-65","5.4","30.815","0","5.25","0","0.6","0.97","3.81","0",""
2025-08-17,"7:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","24.333","0","14.66","0","1.867","0","68.8","0","4.73","0","11.52","4.16","7.73","0","-64.2","5.4","30.768","0","5.99","0","0.6","0.92","3.61","0",""
2025-08-17,"8:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.74","0","34.59","0","1.803","0","68.9","0","4.26","0","12.11","4.36","7.74","0","-64.5","5.39","30.737","0","6.38","0","0.6","1","3.92","0",""
2025-08-17,"8:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.886","0","34.7","0","1.764","0","62.1","0","3.85","0","11.01","3.99","7.72","0","-63.6","5.4","30.492","0","-0.09","0","0.6","0.89","3.49","0",""
2025-08-17,"8:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","21.281","0","12.67","0","1.755","0","62.9","0","4.4","0","11.59","4.19","7.73","0","-63.9","5.4","30.489","0","6.36","0","0.6","0.91","3.55","0",""
2025-08-17,"8:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.881","0","34.7","0","1.693","0","69.7","0","4.32","0","11.51","4.16","7.74","0","-64.6","5.4","30.518","0","5.77","0","0.6","0.91","3.55","0",""
2025-08-17,"9:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","52.914","0","34.73","0","1.659","0","69.7","0","4.32","0","-1.13","-0.12","7.74","0","-64.9","5.4","30.449","0","5.64","0","0.6","0.97","3.82","0",""
2025-08-17,"9:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.141","0","34.9","0","1.636","0","65","0","4.04","0","10.96","3.97","7.74","0","-64.5","5.4","30.213","0","5.82","0","0.6","0.86","3.37","0",""
2025-08-17,"9:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.243","0","34.98","0","1.617","0","63.4","0","3.95","0","10.72","3.89","7.73","0","-64.1","5.4","30.053","0","3.81","0","0.6","0.92","3.62","0",""
2025-08-17,"9:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.328","0","35.05","0","1.602","0","60.1","0","3.75","0","1.41","0.74","7.72","0","-63.7","5.39","29.874","0","8.41","0","0.6","0.85","3.33","0",""
2025-08-17,"10:00","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.551","0","35.22","0","1.617","0","64.8","0","4.05","0","8.54","3.15","7.76","0","-66","5.4","29.841","0","10.92","0","0.6","0.95","3.73","0",""
2025-08-17,"10:15","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","53.963","0","35.54","0","1.626","0","73","0","4.58","0","6.16","2.35","7.82","0","-69.4","5.4","29.429","0","11.19","0","0.6","1.2","4.75","0",""
2025-08-17,"10:30","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","19.45","0","11.5","0","1.686","0","77.5","0","5.56","0","6.08","2.32","7.84","0","-70.8","5.4","29.361","0","9.13","0","0.6","1.5","5.94","0",""
2025-08-17,"10:45","","gtmfmwq_15E101700_080625_050000.bin","Fort Matanzas","GTMNERR","0","17.505","0","10.25","0","1.729","0","80.7","0","5.83","0","5.19","2.02","7.86","0","-71.8","5.4","29.362","0","7.38","0","1.167","1.65","6.56","0",""
