"Deploy Date","Deploy Time","Retrieve Date","Retrieve Time","Sonde Model Number (Nickname)","pH Model Number","rpDO Model Number","roxDO Model Number","Turb Model Number","Cond Model Number","Chloro Model Number","EXO Model Number","DATE","TIME","F_Record","FILENAME","SITENAME","USERID","FAULTCODE","SpCond","F_SpCond","Sal","F_Sal","Depth","F_Depth","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","FDOMQSU","FDOMRFU","pH","F_pH","pHmV","BATTERY","Temp","F_Temp","Turb","F_Turb","WIPERPOSITIONVOLT","CHLOROPHYLLRFU","ChlFluor","F_ChlFluor","Date","Time","fDOMQSU","fDOMRFU","ChlorophyllRFU","PHMV"
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","51.132","0","33.62","0","2.981","0","88.1","0","6.31","0","","","8.05","0","-81","5.98","22.241","0","3.61","0","1.189","","2.23","0",2025-11-07,"09:45","7.47","2.74","0.55",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","51.103","0","33.6","0","2.998","0","92.7","0","6.64","0","","","8.06","0","-81.8","5.98","22.251","0","9.03","0","1.192","","3.25","0",2025-11-07,"10:00","8.13","2.97","0.81",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.608","0","33.23","0","2.999","0","93.4","0","6.69","0","","","8.04","0","-80.7","5.97","22.348","0","9.7","0","1.192","","4.74","0",2025-11-07,"10:15","12.63","4.54","1.18",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.179","0","32.92","0","2.989","0","91.1","0","6.53","0","","","8.01","0","-79.2","5.98","22.377","0","6.55","0","1.195","","4.7","0",2025-11-07,"10:30","15.5","5.54","1.17",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.228","0","32.95","0","2.955","0","89.3","0","6.41","0","","","7.99","0","-78","5.97","22.379","0","9.97","0","1.189","","5.01","0",2025-11-07,"10:45","15.88","5.67","1.25",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.04","0","32.81","0","2.905","0","88.4","0","6.35","0","","","7.97","0","-76.7","5.97","22.363","0","11.27","0","1.195","","4.87","0",2025-11-07,"11:00","17.52","6.25","1.21",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.731","0","32.59","0","2.842","0","88","0","6.33","0","","","7.95","0","-75.4","5.98","22.325","0","14.2","0","1.195","","4.77","0",2025-11-07,"11:15","20.28","7.21","1.19",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.445","0","32.38","0","2.798","0","88","0","6.34","0","","","7.93","0","-74.2","5.98","22.306","0","12.22","0","1.188","","4.72","0",2025-11-07,"11:30","21.65","7.69","1.17",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.252","0","32.24","0","2.743","0","88.3","0","6.36","0","","","7.92","0","-73.6","5.97","22.327","0","12.46","0","1.206","","4.81","0",2025-11-07,"11:45","23","8.16","1.2",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.131","0","32.15","0","2.684","0","88.3","0","6.36","0","","","7.91","0","-73.2","5.97","22.373","0","11.21","0","1.204","","4.62","0",2025-11-07,"12:00","23.21","8.23","1.15",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.078","0","32.11","0","2.617","0","89","0","6.4","0","","","7.91","0","-73.2","5.98","22.446","0","11.85","0","1.188","","4.98","0",2025-11-07,"12:15","23.93","8.48","1.24",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","48.984","0","32.04","0","2.561","0","88.9","0","6.4","0","","","7.91","0","-73","5.97","22.473","0","11.21","0","1.19","","4.73","0",2025-11-07,"12:30","24.67","8.74","1.18",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","48.978","0","32.03","0","2.488","0","89.2","0","6.41","0","","","7.91","0","-73","5.97","22.552","0","10.34","0","1.201","","4.97","0",2025-11-07,"12:45","24.8","8.79","1.24",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.021","0","32.06","0","2.426","0","89.5","0","6.42","0","","","7.91","0","-73.1","5.98","22.633","0","9.52","0","1.199","","4.71","0",2025-11-07,"13:00","24.38","8.64","1.17",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","48.955","0","32.01","0","2.368","0","87.8","0","6.3","0","","","7.9","0","-72.6","5.97","22.654","0","9.43","0","1.195","","4.26","0",2025-11-07,"13:15","25.52","9.04","1.06",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","48.972","0","32.03","0","2.313","0","87.2","0","6.25","0","","","7.89","0","-72.1","5.97","22.69","0","8.06","0","1.195","","4.04","0",2025-11-07,"13:30","25.75","9.12","1",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.003","0","32.05","0","2.256","0","87.4","0","6.26","0","","","7.9","0","-72.3","5.97","22.766","0","6.94","0","1.194","","3.61","0",2025-11-07,"13:45","26.71","9.45","0.9",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.392","0","32.33","0","2.198","0","77.1","0","5.5","0","","","7.87","0","-70.7","5.97","22.935","0","8.88","0","1.198","","2.71","0",2025-11-07,"14:00","22.73","8.06","0.67",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.521","0","32.42","0","2.144","0","81.5","0","5.79","0","","","7.9","0","-72.4","5.97","23.052","0","8.43","0","1.196","","3","0",2025-11-07,"14:15","22.05","7.82","0.75",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.544","0","32.44","0","2.091","0","92.8","0","6.59","0","","","7.94","0","-75","5.97","23.051","0","7.73","0","1.196","","4.59","0",2025-11-07,"14:30","21.91","7.78","1.14",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.6","0","32.48","0","2.037","0","94.6","0","6.71","0","","","7.95","0","-75.6","5.97","23.184","0","6.42","0","1.198","","4.84","0",2025-11-07,"14:45","21.23","7.54","1.2",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.526","0","32.43","0","1.984","0","94.6","0","6.72","0","","","7.95","0","-75.5","5.97","23.094","0","6.77","0","1.201","","4.88","0",2025-11-07,"15:00","22.04","7.82","1.21",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.561","0","32.45","0","1.933","0","95.2","0","6.76","0","","","7.95","0","-75.7","5.96","23.137","0","6.52","0","1.201","","5.21","0",2025-11-07,"15:15","21.55","7.65","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.555","0","32.45","0","1.884","0","95.8","0","6.8","0","","","7.95","0","-75.6","5.97","23.167","0","5.98","0","1.205","","6.77","0",2025-11-07,"15:30","21.47","7.62","1.69",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.76","0","32.59","0","1.836","0","97.9","0","6.9","0","","","7.95","0","-75.9","5.96","23.472","0","7.21","0","1.205","","4.94","0",2025-11-07,"15:45","20.3","7.21","1.23",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.922","0","32.71","0","1.787","0","99.8","0","7.01","0","","","7.97","0","-76.8","5.96","23.663","0","7.84","0","1.194","","5.12","0",2025-11-07,"16:00","18.96","6.75","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.121","0","32.85","0","1.74","0","99.6","0","6.96","0","","","7.97","0","-76.6","5.97","23.908","0","7.75","0","1.197","","4.7","0",2025-11-07,"16:15","18.46","6.57","1.17",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.884","0","32.68","0","1.692","0","99.7","0","7.03","0","","","7.98","0","-77.2","5.96","23.461","0","6.37","0","1.198","","5.48","0",2025-11-07,"16:30","18.41","6.56","1.37",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.163","0","32.88","0","1.648","0","101.4","0","7.11","0","","","7.99","0","-78.1","5.96","23.642","0","8.07","0","1.188","","4.99","0",2025-11-07,"16:45","16.28","5.81","1.24",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.159","0","32.88","0","1.609","0","100.5","0","7.06","0","","","7.99","0","-77.8","5.97","23.589","0","10.57","0","1.19","","5.44","0",2025-11-07,"17:00","17.11","6.1","1.36",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.231","0","32.93","0","1.58","0","100.3","0","7.04","0","","","7.99","0","-77.7","5.97","23.657","0","11.41","0","1.194","","6.16","0",2025-11-07,"17:15","16.85","6.01","1.53",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.812","0","33.36","0","1.558","0","103.9","0","7.26","0","","","8.03","0","-80.3","5.96","23.738","0","14.39","0","1.198","","5.32","0",2025-11-07,"17:30","11.99","4.31","1.32",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.829","0","33.37","0","1.562","0","104.4","0","7.3","0","","","8.04","0","-81.1","5.96","23.647","0","12.46","0","1.203","","6.25","0",2025-11-07,"17:45","11.66","4.2","1.56",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.797","0","33.35","0","1.58","0","103.9","0","7.29","0","","","8.05","0","-81.3","5.97","23.545","0","10.5","0","1.2","","6.23","0",2025-11-07,"18:00","11.45","4.13","1.55",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.8","0","33.36","0","1.616","0","103.7","0","7.27","0","","","8.05","0","-81.4","5.96","23.51","0","10.17","0","1.193","","5.97","0",2025-11-07,"18:15","11.73","4.22","1.49",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.782","0","33.34","0","1.658","0","103.7","0","7.29","0","","","8.06","0","-81.9","5.96","23.416","0","8.93","0","1.188","","11.49","0",2025-11-07,"18:30","10.93","3.94","2.86",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.712","0","33.29","0","1.724","0","104.4","0","7.32","0","","","8.06","0","-81.9","5.96","23.518","0","10.07","0","1.199","","6.34","0",2025-11-07,"18:45","11.66","4.2","1.58",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.846","0","33.39","0","1.789","0","103.8","0","7.29","0","","","8.06","0","-82.3","5.96","23.39","0","8.17","0","1.195","","5.92","0",2025-11-07,"19:00","10.35","3.74","1.47",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.798","0","33.36","0","1.868","0","103.3","0","7.26","0","","","8.06","0","-82","5.96","23.417","0","8.06","0","1.187","","6.19","0",2025-11-07,"19:15","10.61","3.83","1.54",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.808","0","33.36","0","1.949","0","102.7","0","7.22","0","","","8.06","0","-82","5.96","23.366","0","7.25","0","1.198","","6.06","0",2025-11-07,"19:30","10.51","3.8","1.51",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.827","0","33.38","0","2.029","0","102.4","0","7.2","0","","","8.06","0","-81.9","5.95","23.33","0","6.15","0","1.199","","5.75","0",2025-11-07,"19:45","10.35","3.74","1.43",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.836","0","33.39","0","2.103","0","102.6","0","7.22","0","","","8.06","0","-81.9","5.96","23.302","0","6.11","0","1.194","","5.63","0",2025-11-07,"20:00","10.24","3.7","1.4",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.917","0","33.45","0","2.178","0","101.9","0","7.18","0","","","8.06","0","-82.1","5.96","23.214","0","6.08","0","1.193","","5.8","0",2025-11-07,"20:15","10.06","3.64","1.45",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.927","0","33.45","0","2.25","0","101.6","0","7.16","0","","","8.06","0","-82","5.96","23.19","0","5.82","0","1.19","","5.93","0",2025-11-07,"20:30","10.4","3.76","1.48",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.921","0","33.45","0","2.32","0","100","0","7.06","0","","","8.05","0","-81.7","5.96","23.152","0","4.66","0","1.188","","6.16","0",2025-11-07,"20:45","9.9","3.59","1.53",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.961","0","33.48","0","2.391","0","98.5","0","6.95","0","","","8.05","0","-81.3","5.96","23.116","0","4.61","0","1.189","","6.71","0",2025-11-07,"21:00","9.7","3.52","1.67",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.944","0","33.47","0","2.451","0","92.8","0","6.56","0","","","8.02","0","-79.6","5.96","23.076","0","4.84","0","1.189","","2.8","0",2025-11-07,"21:15","9.81","3.55","0.7",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.948","0","33.47","0","2.497","0","73","0","5.15","0","","","7.96","0","-76.2","5.95","23.088","0","4.36","0","1.199","","2.7","0",2025-11-07,"21:30","9.95","3.6","0.67",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.927","0","33.46","0","2.543","0","57.4","0","4.06","0","","","7.9","0","-72.4","5.95","23.081","0","4.85","0","1.196","","2.21","0",2025-11-07,"21:45","10.9","3.93","0.55",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.91","0","33.44","0","2.579","0","84.4","0","5.96","0","","","7.99","0","-78","5.96","23.064","0","5.01","0","1.189","","3.09","0",2025-11-07,"22:00","10.73","3.87","0.77",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.892","0","33.43","0","2.605","0","89.8","0","6.34","0","","","8.03","0","-80.1","5.95","23.111","0","4.17","0","1.207","","2.83","0",2025-11-07,"22:15","10.9","3.94","0.7",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.829","0","33.38","0","2.62","0","94.7","0","6.68","0","","","8.04","0","-81","5.95","23.189","0","6.36","0","1.199","","4.36","0",2025-11-07,"22:30","11.54","4.16","1.09",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.738","0","33.31","0","2.621","0","97","0","6.83","0","","","8.04","0","-80.7","5.95","23.276","0","5.45","0","1.19","","3.67","0",2025-11-07,"22:45","12.11","4.36","0.91",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.697","0","33.28","0","2.604","0","97.9","0","6.89","0","","","8.04","0","-81.1","5.96","23.343","0","9.37","0","1.197","","5.18","0",2025-11-07,"23:00","12.37","4.45","1.29",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.681","0","33.27","0","2.569","0","97.8","0","6.87","0","","","8.04","0","-80.6","5.95","23.403","0","5.85","0","1.198","","4.51","0",2025-11-07,"23:15","12.71","4.57","1.12",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.596","0","33.21","0","2.533","0","98","0","6.89","0","","","8.02","0","-79.9","5.95","23.436","0","7.57","0","1.188","","3.41","0",2025-11-07,"23:30","13.71","4.92","0.85",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.449","0","33.1","0","2.492","0","97.3","0","6.84","0","","","8.01","0","-79","5.95","23.463","0","8.72","0","1.199","","5.67","0",2025-11-07,"23:45","14.42","5.16","1.41",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.215","0","32.93","0","2.45","0","96.4","0","6.78","0","","","7.99","0","-77.7","5.95","23.465","0","8.43","0","1.202","","5.23","0",2025-11-08,"00:00","16.29","5.81","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.96","0","32.74","0","2.401","0","95.5","0","6.73","0","","","7.97","0","-76.7","5.95","23.423","0","9.71","0","1.192","","5.5","0",2025-11-08,"00:15","18.62","6.63","1.37",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.777","0","32.61","0","2.353","0","93.1","0","6.57","0","","","7.95","0","-75.6","5.95","23.379","0","9.74","0","1.193","","4.88","0",2025-11-08,"00:30","20.2","7.18","1.22",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.622","0","32.49","0","2.29","0","94","0","6.65","0","","","7.95","0","-75.5","5.95","23.326","0","9.87","0","1.198","","5.43","0",2025-11-08,"00:45","21.45","7.62","1.35",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.611","0","32.49","0","2.241","0","89.3","0","6.32","0","","","7.93","0","-74.2","5.95","23.296","0","7.01","0","1.195","","3.63","0",2025-11-08,"01:00","21.43","7.61","0.9",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.644","0","32.51","0","2.184","0","93","0","6.58","0","","","7.95","0","-75.3","5.95","23.291","0","8.82","0","1.189","","7.96","0",2025-11-08,"01:15","21.61","7.67","1.98",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.988","0","32.76","0","2.127","0","88.5","0","6.26","0","","","7.96","0","-76","5.95","23.244","0","7.07","0","1.199","","3.79","0",2025-11-08,"01:30","18.68","6.65","0.94",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.024","0","32.79","0","2.071","0","88.6","0","6.27","0","","","7.95","0","-75.8","5.94","23.2","0","6.44","0","1.196","","3.91","0",2025-11-08,"01:45","18.69","6.65","0.97",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.36","0","33.04","0","2.015","0","78.7","0","5.57","0","","","7.94","0","-74.6","5.94","23.122","0","4.87","0","1.192","","1.95","0",2025-11-08,"02:00","15.66","5.59","0.48",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.286","0","32.98","0","1.964","0","86.1","0","6.09","0","","","7.95","0","-75.7","5.95","23.154","0","5.89","0","1.195","","3.09","0",2025-11-08,"02:15","16.21","5.79","0.77",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.072","0","32.83","0","1.913","0","90.5","0","6.4","0","","","7.96","0","-76.1","5.94","23.198","0","6.81","0","1.188","","4.79","0",2025-11-08,"02:30","18.54","6.6","1.19",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.022","0","32.79","0","1.863","0","91.9","0","6.5","0","","","7.96","0","-76.4","5.94","23.228","0","5.76","0","1.196","","4.84","0",2025-11-08,"02:45","19.05","6.78","1.21",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.033","0","32.8","0","1.813","0","91.3","0","6.46","0","","","7.96","0","-76.2","5.95","23.224","0","5.48","0","1.192","","4.67","0",2025-11-08,"03:00","19.11","6.8","1.16",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.099","0","32.85","0","1.764","0","91.2","0","6.46","0","","","7.96","0","-76.4","5.94","23.143","0","5.41","0","1.189","","4.33","0",2025-11-08,"03:15","18.51","6.59","1.08",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.134","0","32.87","0","1.715","0","91.5","0","6.48","0","","","7.97","0","-76.5","5.95","23.095","0","5.98","0","1.187","","4.26","0",2025-11-08,"03:30","17.87","6.37","1.06",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.229","0","32.94","0","1.665","0","89.7","0","6.35","0","","","7.97","0","-76.4","5.95","23.116","0","6.26","0","1.201","","4.07","0",2025-11-08,"03:45","17.1","6.1","1.01",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.191","0","32.92","0","1.615","0","86.9","0","6.17","0","","","7.95","0","-75.7","5.94","22.968","0","7.1","0","1.206","","4","0",2025-11-08,"04:00","18.3","6.52","1",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.214","0","32.93","0","1.565","0","84.9","0","6.03","0","","","7.95","0","-75.2","5.94","22.884","0","7","0","1.199","","3.93","0",2025-11-08,"04:15","18.6","6.62","0.98",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.266","0","32.97","0","1.518","0","86.7","0","6.15","0","","","7.96","0","-76","5.94","22.94","0","7.24","0","1.188","","4.03","0",2025-11-08,"04:30","17.44","6.22","1",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.326","0","33.02","0","1.478","0","88.2","0","6.26","0","","","7.97","0","-76.6","5.94","22.958","0","11.45","0","1.193","","4.15","0",2025-11-08,"04:45","16.43","5.86","1.03",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.385","0","33.06","0","1.445","0","87.4","0","6.21","0","","","7.97","0","-76.6","5.94","22.854","0","8.68","0","1.206","","4.05","0",2025-11-08,"05:00","15.96","5.7","1.01",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.758","0","33.34","0","1.424","0","88.1","0","6.28","0","","","8","0","-78.2","5.94","22.579","0","9.32","0","1.189","","4.28","0",2025-11-08,"05:15","12.8","4.6","1.07",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.741","0","33.33","0","1.43","0","88.6","0","6.33","0","","","8","0","-78.6","5.94","22.536","0","7.79","0","1.188","","4.11","0",2025-11-08,"05:30","12.26","4.41","1.02",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.708","0","33.3","0","1.459","0","91.1","0","6.49","0","","","8.02","0","-79.5","5.93","22.612","0","7.55","0","1.204","","4.9","0",2025-11-08,"05:45","11.93","4.3","1.22",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.608","0","33.23","0","1.507","0","92","0","6.56","0","","","8.02","0","-79.6","5.94","22.665","0","7.92","0","1.199","","4.88","0",2025-11-08,"06:00","12.69","4.56","1.22",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.354","0","33.04","0","1.56","0","92.7","0","6.6","0","","","8.02","0","-79.4","5.94","22.793","0","8.64","0","1.199","","5.46","0",2025-11-08,"06:15","14.46","5.18","1.36",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","49.916","0","32.72","0","1.629","0","91.7","0","6.53","0","","","8","0","-78.4","5.93","22.845","0","9.92","0","1.199","","5.55","0",2025-11-08,"06:30","17.88","6.37","1.38",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.148","0","32.89","0","1.709","0","92.2","0","6.57","0","","","8.01","0","-79","5.93","22.793","0","8.21","0","1.206","","5.54","0",2025-11-08,"06:45","15.64","5.59","1.38",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.145","0","32.88","0","1.795","0","92.1","0","6.56","0","","","8.01","0","-78.9","5.93","22.81","0","8.19","0","1.194","","5.25","0",2025-11-08,"07:00","15.64","5.59","1.31",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.195","0","32.92","0","1.885","0","91.7","0","6.53","0","","","8.01","0","-79","5.94","22.772","0","6.63","0","1.196","","5.12","0",2025-11-08,"07:15","15.16","5.42","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.268","0","32.98","0","1.977","0","91.7","0","6.54","0","","","8.01","0","-79.2","5.93","22.727","0","6.58","0","1.207","","4.88","0",2025-11-08,"07:30","14.75","5.28","1.21",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.467","0","33.12","0","2.059","0","92.5","0","6.6","0","","","8.02","0","-79.8","5.94","22.619","0","6.43","0","1.201","","4.52","0",2025-11-08,"07:45","12.9","4.63","1.12",""
"","","","","","","","","","","","","","","","gtmfmwq_15E101700_110525_050000.bin","Fort Matanzas","GTMNERR","0","50.707","0","33.3","0","2.15","0","94","0","6.71","0","","","8.03","0","-80.4","5.94","22.565","0","5.55","0","1.193","","4.27","0",2025-11-08,"08:00","11.02","3.98","1.06",""
